379 -375  -233 -500
-593 -506  -129 -636
89 707  -2 434
-1143 -407  112 -141
529 -152  399 372
303 239  630 497
103 -1332  117 -654
106 57  796 238
647 41  493 1062
533 455  704 -175
-112 -280  -130 -24
639 -90  -440 683
350 778  -745 58
80 152  113 286
-616 408  310 53
-578 -612  -347 30
-152 -385  528 -34
-339 -920  855 -1466
-490 -487  444 -126
176 739  -14 841
-59 -583  -270 -291
562 1015  -94 -463
39 -725  662 691
-124 -501  -224 -167
299 -38  145 493
-169 -274  3 448
102 -205  -526 362
816 198  561 154
54 489  81 -998
-201 666  -935 -309
-304 -320  50 -104
123 -25  -473 -495
264 974  430 162
699 500  60 345
-174 847  -173 -227
-219 -399  -275 314
-365 27  -279 -156
210 -262  -410 673
-382 19  -427 1142
571 -212  -575 818
346 -526  255 501
5 633  577 -336
275 18  -106 468
65 -457  302 456
-936 -191  88 -283
63 416  242 -768
257 192  -321 -736
-1187 387  -44 188
208 176  -1136 340
140 -722  57 956
1074 -480  -206 -734
371 369  6 726
-629 -212  -257 7
1051 -706  93 783
519 -735  346 -67
-374 874  78 -306
-128 195  411 141
-24 -209  541 -1247
-1448 26  258 -628
501 92  -66 -148
-612 -365  972 407
-570 350  695 479
845 385  -695 -562
-185 342  671 -60
1285 845  36 -220
994 -475  119 -223
922 -314  -1056 -770
497 -529  137 198
372 553  -143 337
-159 -294  599 -368
-210 -563  128 -547
-263 219  1022 651
520 89  120 -591
-351 562  -1235 234
205 822  569 -58
169 -110  228 -19
-226 -426  -525 -97
363 -723  883 -293
-906 -1691  1048 193
-5 507  -454 -935
1057 -431  558 164
-90 -315  -395 136
-936 442  -362 232
-1093 526  -104 703
468 630  190 195
-56 -795  281 -676
687 -89  -585 103
-633 133  -82 -575
713 163  -579 482
372 845  470 729
499 141  590 -486
-280 964  -162 -236
479 402  436 284
-1031 -218  -49 841
-286 -616  -214 -410
-386 64  -416 -190
476 287  -23 -1064
250 -291  -32 -495
139 800  148 306
929 962  117 -194
539 -325  -235 176
307 -593  559 412
271 -359  -830 -134
-248 49  269 -503
-160 254  252 -293
-271 -270  82 -169
635 -1067  300 -228
-385 -302  652 533
1065 304  -162 181
-458 -583  -542 -25
-124 166  -334 -800
-82 -509  269 -621
491 -805  1086 620
-300 624  239 -314
-307 -154  -869 151
645 123  -147 -263
200 206  419 -128
-470 -674  66 430
315 227  639 -753
-334 175  1371 1219
170 -470  340 -269
-650 -158  366 82
197 29  696 -151
240 -577  228 -490
-254 184  24 1235
-410 -477  -1589 1070
560 659  -750 -1195
192 -57  245 -897
-868 706  -164 6
421 144  -87 242
-428 995  -372 -611
221 -125  214 -112
-61 332  290 451
-114 -879  351 124
165 213  768 252
-549 18  597 39
-543 -450  -150 89
1392 103  -417 448
414 -347  337 663
-294 376  -550 358
63 -564  274 -865
30 518  -72 164
-1392 -212  -77 -369
1313 -332  52 212
-69 582  282 491
774 -207  -54 -756
754 -7  492 -190
121 -792  54 -349
587 -245  -628 738
-598 -157  6 295
127 -346  380 -151
111 788  240 -390
909 562  -567 -92
-310 608  74 550
190 -385  725 336
-334 617  410 285
124 -374  -700 506
-280 962  141 -96
53 295  47 1239
-14 -1250  -123 -464
-109 -751  871 -401
37 576  398 325
-391 -478  270 31
-653 -32  -105 -880
168 -12  -514 -502
-47 -139  28 -4
61 -326  -213 -127
-140 36  -32 -339
-211 782  -664 -218
-144 -273  -536 348
-538 592  -16 -74
-95 -395  211 -688
654 153  -407 100
1655 -1179  -88 55
-250 -420  -871 525
795 501  657 1039
792 -1079  -297 625
612 150  -350 -30
319 -131  92 -52
122 311  418 586
79 -626  278 670
7 -683  170 -579
97 -154  -815 15
-1601 -517  590 -53
-1342 -212  1416 587
39 -695  599 -444
-498 -145  -864 -117
67 659  418 58
-340 384  -77 623
-336 1068  144 751
789 -1099  89 -231
-36 -1007  266 292
-373 -464  -280 358
180 876  290 522
-328 112  -19 -276
-70 877  -581 -186
146 136  -60 1041
-672 87  870 -570
215 -228  114 -670
-720 -220  -186 103
857 267  -752 786
752 45  648 -454
-532 39  -462 278
-426 19  -664 507
-1112 -222  -278 616
-144 228  270 -1130
766 -1200  -528 313
765 -520  806 -488
-438 -804  -322 285
-415 -188  404 -355
-702 162  787 49
-864 -274  34 994
-464 18  -92 159
2 -589  -14 -852
-463 -536  449 -575
235 -122  628 -5
873 -124  -776 1293
-84 -1050  -537 -98
41 -653  -179 786
-460 6  442 46
353 844  -170 263
-509 336  -43 -675
-35 -606  593 718
-85 309  -146 -497
-809 661  252 49
313 182  -523 409
-319 -1136  -422 -12
390 316  -139 458
72 -848  29 479
796 -529  -205 -159
-1046 664  1149 597
-681 -40  680 -1091
491 -486  -64 -760
405 504  -704 -172
26 887  -218 -102
815 800  -604 -104
956 971  333 -17
511 -197  130 877
-7 -189  601 389
-316 -883  -287 660
-722 -535  220 -465
-535 340  411 355
444 494  -41 539
523 176  -313 239
-446 -1098  -647 -84
119 -278  30 -287
753 -539  164 266
-265 -149  -323 554
762 141  26 583
452 10  231 316
-202 -322  281 160
325 -949  -563 -795
-152 19  -73 11
-66 777  -1183 1202
255 565  183 -172
-462 3  12 560
313 687  815 -226
413 559  -21 -137
-504 547  -1108 -553
-1083 -712  -1248 414
-882 468  698 -407
-102 462  -162 -176
1193 227  345 676
-86 -1191  -474 76
-321 -642  174 -455
356 -267  266 -861
522 675  -149 -260
960 -241  -234 -2
71 388  -182 101
144 214  -156 -323
167 371  10 -601
903 -33  -388 115
-1145 1134  -78 129
21 -96  284 300
439 -786  -499 617
1136 154  551 843
-309 45  -276 -398
-189 -42  552 543
-728 -984  -146 -534
-18 -1000  -704 617
288 103  751 129
335 -401  131 165
914 -278  -432 -234
282 -385  842 417
289 -270  568 242
-391 64  -323 -115
67 117  -415 -347
-89 -56  517 -258
773 93  -121 343
-182 -1072  382 412
687 -178  213 -489
-316 -697  433 -335
-284 -399  495 -46
816 -71  -224 794
-74 547  48 -619
636 -1194  -466 -105
1235 85  -196 -103
-596 74  -256 -279
602 -301  -729 672
-748 167  162 175
-156 1080  -187 -967
856 178  -483 496
436 -427  533 389
-37 -140  -520 -1057
-36 842  527 -229
-839 512  -353 574
22 -133  365 -1445
-15 872  -197 -611
-86 -253  309 475
-68 1424  360 531
-815 272  -279 45
-833 -49  -640 -1408
-310 52  -571 241
140 -615  -693 876
-30 -450  46 -739
-854 -416  -1226 -311
325 -329  -379 -155
-587 -48  -704 564
-1256 -589  369 -7
97 -70  -275 -92
105 192  51 -356
324 -54  58 -842
-832 -282  -1024 156
237 546  374 122
-331 -170  14 471
171 408  255 -117
671 -9  929 -390
19 -217  180 -109
18 407  354 477
-918 96  57 56
-595 186  279 41
616 -853  -291 182
-426 155  39 124
170 -1116  1109 841
515 -523  605 907
-764 -269  -217 -123
-1003 -358  180 -114
494 -210  622 -223
-664 -261  243 269
-788 210  549 408
-254 -150  783 726
275 -675  -85 433
789 -285  -339 -337
-137 -443  337 -412
-149 -163  -778 976
-269 -318  -553 587
571 -177  258 230
836 -134  1062 -1237
135 576  -52 -241
-244 476  -266 62
272 -444  85 -1036
-346 173  -92 416
-43 -153  685 -73
-352 -749  445 -880
193 45  -1001 687
268 -404  -602 -164
-612 1  235 -237
310 -209  -94 -40
-932 524  -149 443
95 -53  28 217
-25 -1  308 232
-135 88  10 -583
737 99  29 264
193 577  51 -276
-749 251  9 290
1006 897  -397 -111
557 -767  -271 -593
112 503  629 743
-325 133  -1084 -314
-202 -931  677 327
-583 -180  -207 -15
-666 484  268 -883
47 1162  -318 644
-121 108  -668 67
236 -175  98 1215
654 289  302 302
-310 -372  -277 373
-47 203  -533 111
-394 322  -103 -832
207 344  140 672
-286 -215  420 15
-242 -208  357 187
154 -60  -85 200
493 45  -141 -119
598 -624  161 -83
-431 -54  -127 -231
-967 -127  160 705
59 667  382 -22
-427 -219  -178 -319
-921 495  60 993
854 -948  -883 -469
-121 101  -42 830
-526 734  465 -824
-501 589  769 196
-359 1098  -245 -377
-1186 13  466 968
596 1096  -31 431
-184 -89  195 -250
144 139  -484 182
244 926  -660 78
-42 537  861 454
260 739  612 -115
-266 -1027  -162 113
423 704  167 -228
-59 -393  -357 -14
-858 500  375 274
238 112  1421 -7
-123 66  579 158
1264 550  32 -552
-298 33  -1192 -448
-909 -410  615 -551
-302 40  -582 -290
219 745  124 -736
291 967  -89 -157
-461 -104  45 59
356 519  -281 -283
-450 545  -305 -468
369 524  -787 644
162 -255  -169 -137
-695 248  61 263
402 406  180 -406
937 493  384 -757
-30 -87  371 -93
-582 -176  -657 175
-342 -369  676 731
1068 -348  589 -99
210 676  -152 67
-7 180  153 -427
574 -58  71 277
80 -369  641 282
354 -155  863 -339
403 180  -255 -776
-147 746  -235 -289
-713 123  613 -810
57 -561  873 -926
-488 -117  436 -271
-340 -530  1047 -412
-539 -748  216 629
666 444  -275 -647
-128 -141  90 -732
8 578  580 -52
-201 694  -465 -271
84 -287  660 404
-603 -641  -266 -691
792 597  -778 -371
258 273  990 -304
-165 228  1014 132
78 164  218 737
91 720  -164 -455
501 869  -38 -161
750 -381  -15 778
262 487  -530 284
-121 89  168 66
516 507  127 202
-186 -190  -474 -963
-645 165  -613 367
-62 960  -45 -722
-125 561  -252 288
-83 -219  -92 789
577 1111  1667 -372
-797 886  1018 22
-126 -682  -318 498
-489 -892  376 943
121 -54  99 -273
647 5  100 471
167 396  150 315
-579 29  135 -1004
-717 220  104 -580
308 -551  -163 1199
29 243  106 -63
502 -370  -48 1004
-304 999  114 -618
-413 105  -552 -10
292 -448  400 313
948 223  -756 913
-709 -205  576 -192
420 -346  391 591
194 -293  -8 918
-601 -241  838 175
-1261 812  354 439
652 294  788 -548
6 -227  288 -464
536 1323  130 -643
521 747  -628 -365
-344 -288  992 447
479 -387  292 7
46 20  -864 -18
533 -526  -295 -478
-773 88  458 85
-457 206  213 -252
182 -58  -233 892
-653 -350  429 415
211 -132  -53 -136
268 -202  -91 1043
473 1006  -600 -211
-110 230  872 216
-363 89  383 -37
654 591  592 240
661 516  -650 -658
-30 -185  -934 185
-294 -465  47 662
-139 147  197 -332
-110 -339  585 -366
281 -107  -274 237
-32 -540  285 -650
473 531  208 116
297 881  249 -357
-570 5  -164 94
-185 -525  245 -551
596 -341  88 142
-245 -336  -891 500
68 -504  -952 71
398 -596  284 26
-46 -844  -343 736
337 139  49 -95
462 287  -669 544
-142 360  214 100
378 214  215 -80
-853 -365  -22 544
-414 568  89 -266
-297 65  -103 -458
-313 -262  -169 116
1173 -365  -74 532
-562 -781  527 -719
-313 -336  820 235
-212 467  243 466
-553 -82  60 245
-931 453  -897 15
111 519  -869 308
-461 64  931 430
360 -16  -719 164
724 569  99 -581
-813 -93  -114 -117
-946 -309  -319 -484
65 35  -690 -351
-127 -725  1003 250
-114 -570  -384 -165
-405 131  -11 -407
-229 175  793 525
675 1182  -904 -510
459 -885  1252 -579
-506 46  -335 -187
199 436  314 -829
-529 -163  -350 -231
-766 -175  -270 -270
932 1215  157 136
-466 -370  636 246
190 611  -279 -523
-398 232  503 -257
25 -33  481 127
-406 4  -86 223
703 40  -163 1143
-603 499  19 -371
-603 365  174 -49
34 -85  92 -164
-782 432  861 577
-351 -124  -530 307
-186 802  391 1218
-1 -1368  -146 -225
-418 276  -71 -220
62 131  -174 -692
-320 -603  451 -384
253 -546  -824 -418
-1057 1551  634 -483
183 -112  -80 421
417 -202  -1125 353
-212 -1172  223 -83
-217 -147  171 -349
651 100  21 545
-554 -96  258 381
856 215  -294 -553
-310 530  -357 155
-113 1112  273 507
1143 62  -381 63
533 649  277 -254
-233 162  -484 -437
1159 -532  1178 86
423 456  -255 310
702 -797  736 -5
-220 -632  145 -272
-837 159  -285 311
263 211  220 774
-397 676  402 258
-611 185  546 523
201 -56  -182 1079
-186 -579  -347 -224
-308 -642  411 -334
1121 208  746 -914
71 33  -603 279
-623 485  -476 464
-543 247  -178 294
-9 -180  -537 -119
-278 234  402 1023
173 585  1264 23
-124 -401  48 -503
59 -430  1241 -312
-604 1148  -566 853
575 -1220  194 177
-197 -198  -645 70
56 -117  919 504
-656 218  -458 -421
378 -269  -592 -73
-300 450  155 -202
93 -68  -235 -919
48 47  -404 271
-634 317  581 547
47 65  -179 -765
988 177  825 633
685 152  -129 -314
-1592 685  267 247
396 693  196 -779
248 447  -329 423
199 1065  -241 12
-90 -443  -1051 1128
292 -22  -86 -188
-175 521  -7 74
-7 -199  -958 141
2 620  704 109
15 199  303 515
317 482  -325 326
-35 230  -213 2
80 -466  55 -154
66 423  -523 -390
183 66  646 -508
303 -1206  545 342
744 630  292 315
-420 435  -285 -214
-522 723  -436 -446
449 -249  -188 -141
19 -261  21 40
105 -476  -564 89
145 -195  172 -119
-255 92  907 -519
-219 -517  -105 -918
-101 167  526 176
-867 773  529 253
339 131  -1102 -136
363 206  11 -150
483 343  101 -309
-581 -128  -551 201
1111 -240  0 911
-454 169  -322 -1003
586 341  -741 81
-397 645  -372 1309
200 -284  -41 -389
-330 605  110 -992
618 739  227 -115
-11 178  -496 94
-393 -128  90 -26
-26 -499  836 -629
273 -240  479 177
-577 316  81 -202
573 560  2 -195
-131 -132  4 -313
-127 453  -429 -196
92 -6  815 -231
272 -1029  -552 960
717 -634  523 412
-114 -863  386 84
-113 -622  -165 -54
-20 -831  382 318
-282 -442  759 -286
-388 -1500  835 868
-222 -506  426 460
-558 201  818 -671
163 538  -26 -228
355 -307  355 -378
-612 290  -204 1124
-551 90  108 33
-255 492  -331 -723
714 957  78 -351
58 538  -680 55
179 -463  -274 -745
924 -343  290 208
196 128  911 -544
-839 -345  -89 -530
698 930  -388 599
-390 537  -735 497
235 -59  -181 517
162 -190  395 -264
318 -343  -647 -467
1237 -16  597 303
839 -33  181 11
531 -851  583 -258
-144 -669  277 -402
-951 -104  45 530
-314 105  179 577
-144 222  -193 552
-593 -180  -1156 178
-158 -255  -120 -464
-144 307  -654 1055
-719 140  481 13
-1027 -558  -362 -233
-1517 8  939 0
-693 522  -213 293
98 147  543 800
249 406  750 242
-33 633  450 -95
-126 282  -516 -309
-710 809  -65 216
104 886  -390 150
-276 -31  -322 -216
-869 6  -545 -202
-517 135  -594 102
-350 121  -310 -215
322 208  334 -301
216 -39  -351 -309
421 473  339 64
198 989  -1233 607
573 -261  -772 -195
-51 315  120 -11
1079 38  -561 960
463 321  -600 337
7 305  -53 46
-93 -711  -33 1078
-216 373  291 -451
-384 219  243 584
-1308 257  -121 93
688 583  -264 606
-15 -377  -289 305
81 71  -142 929
-1115 -15  -805 489
-721 -708  -139 -699
372 -585  -66 -1005
-548 -309  -919 959
922 482  -262 769
356 468  187 220
-630 -42  53 772
545 1339  361 -516
352 72  -337 238
-72 361  -776 -481
-186 -354  -495 -321
-3 -28  120 -211
-135 311  328 -355
-8 934  95 457
-34 -370  -100 -566
631 -810  -157 -782
-107 -1172  -255 483
-14 519  -389 71
169 -449  253 241
129 131  -566 823
-783 303  84 953
-98 239  -344 -275
212 793  463 291
-804 282  -43 -135
919 -385  380 -91
624 -148  -425 -289
85 1098  -460 386
37 -151  279 -460
1532 490  -739 -92
-463 -102  -410 -267
78 -906  798 215
797 978  668 1185
439 539  -198 526
518 -182  -331 1232
-388 -495  -55 -110
751 263  798 317
131 118  132 -642
134 -697  182 -556
250 45  -206 343
529 1331  489 -886
-552 542  -208 -247
-875 -523  -778 -381
-262 197  392 467
-707 136  713 -329
-274 -668  -336 418
601 -522  -45 238
212 -847  309 1070
490 528  100 362
-709 10  356 -390
457 -53  530 630
-720 -405  -287 -885
-183 -821  217 -670
-381 -390  373 -516
-183 45  535 -1044
-65 -101  -105 798
-624 -371  -885 -655
-400 -344  -482 -438
-918 -833  1031 22
120 22  -700 684
-1024 389  90 -23
259 -573  81 -336
131 -414  -525 424
-264 166  350 -958
281 4  -554 -229
-680 -498  1121 1283
958 -928  125 1142
-479 371  -856 170
527 768  813 616
-1004 -229  1098 -360
-779 -75  -138 -721
-217 -105  -84 1449
101 382  -300 358
-818 -897  1026 371
225 449  134 985
721 700  196 -249
349 166  579 -110
169 -350  470 302
-557 112  998 7
129 116  165 493
-459 113  -2 295
68 308  190 486
139 -932  596 -880
955 508  -234 374
-403 197  -477 131
-423 182  -488 180
262 -543  -174 -467
-728 1457  -127 -1024
-815 -20  -49 235
-511 480  245 -286
415 -451  -104 -120
13 -793  131 911
-517 -726  -986 -814
-1347 -440  418 -751
-961 494  -11 -73
-53 555  -873 722
724 253  194 168
567 325  256 -192
144 -818  -145 -186
47 -587  -1275 -441
-1473 87  1018 -395
-442 573  440 304
-58 212  28 -245
140 -1081  199 -190
1123 789  379 669
548 476  -143 279
-293 800  -382 -349
-556 -624  680 78
316 123  133 141
164 -138  -76 344
122 -102  920 -616
-565 -474  295 -1036
660 -510  -884 -405
-869 -25  520 -397
-519 -378  152 -550
165 810  581 -307
-199 -39  148 -432
652 -411  -482 357
67 545  1081 -243
67 986  -163 -50
-349 111  96 -154
-175 -234  575 234
529 -85  741 705
380 -471  475 155
-82 -12  -73 592
71 -244  -191 86
1 1430  441 618
119 538  -33 -261
432 616  150 -296
215 -232  -904 810
349 -99  -210 -220
54 20  -668 -112
443 328  -9 -85
461 365  105 -148
82 -224  242 -337
-99 514  951 -23
-323 433  -134 -1095
857 -156  -1158 56
-27 684  758 -197
425 334  -378 1371
-64 208  904 392
-559 -528  -344 -307
-64 514  -466 -717
132 -418  797 -127
222 28  455 -532
-881 210  363 -353
-103 1033  296 128
-24 651  -312 552
-237 -126  375 843
169 -869  -944 134
-119 -391  204 40
531 -287  14 245
-238 -331  972 790
-237 561  165 -78
-281 438  -157 100
-332 -331  817 -84
-740 219  -16 -425
83 599  14 -48
-65 828  336 85
-435 -623  -65 322
-568 114  -765 -67
-259 -539  374 231
-146 139  -890 570
681 -442  587 -675
-130 -607  -437 560
183 -217  259 283
241 -536  683 1152
-17 -128  -445 -335
-439 -408  54 792
-117 -778  -873 0
337 234  84 -671
-280 962  -427 -447
-94 -171  522 -321
630 80  -48 -505
-1075 -1290  -308 506
-120 -1012  52 720
-75 541  124 112
-436 382  823 -387
195 645  -280 -1014
-20 -384  322 561
-389 -865  -9 -139
607 531  -389 -31
580 -209  -204 -399
-2 861  -860 -174
-1200 -460  1020 928
-484 -393  -453 1102
676 5  -148 150
383 64  -142 141
2 -175  -224 47
-1423 68  104 -265
-479 -845  -517 266
430 -523  177 -1287
-755 -485  -150 694
401 -714  363 132
-534 -439  134 90
162 -455  683 -456
-454 529  505 382
-5 710  696 222
514 -970  -476 477
-716 -571  -611 91
-132 318  -184 -87
685 -394  87 640
-602 341  340 -86
1035 -413  -78 132
-321 -316  -737 -236
355 568  664 59
1325 867  -793 -216
252 -873  -232 325
353 -55  445 -61
54 -115  282 693
-7 -53  600 29
344 -808  -220 660
-134 776  738 -584
-442 505  -881 34
101 -217  -398 -253
-622 -398  -150 -337
780 267  1011 -1071
355 327  -213 -211
-691 19  -706 -136
-69 -406  303 -707
63 -62  539 743
964 224  38 588
-152 -1206  -39 789
-394 -1342  682 -677
-390 -214  269 -9
707 192  -455 307
400 -47  -142 561
-284 -54  -203 -176
370 -148  -240 -33
-7 1343  -1189 657
-98 265  -230 -15
343 111  -1329 97
-167 915  -1131 678
-148 -510  257 315
6 -74  -491 339
-515 -628  -264 272
1337 -425  -296 -446
744 -104  354 -591
-379 188  167 436
-59 567  689 -125
115 261  190 -1231
-354 466  290 284
286 544  31 -447
-134 100  -150 -1062
-348 186  116 -151
-1338 -318  265 61
-138 585  309 272
568 -416  -827 -289
1272 267  -629 -259
-291 1109  -1226 337
369 -36  -430 646
45 356  446 620
-476 827  112 -238
-489 1078  -166 661
137 -520  -1111 889
-1010 961  258 363
923 274  654 60
-258 184  242 1020
-723 512  109 -572
180 975  975 287
-147 -231  311 352
729 -38  484 28
-372 802  -773 515
-355 -105  -501 678
360 372  129 -265
438 -284  -627 1539
-676 -438  -212 9
-557 218  -201 -292
-10 785  337 -661
233 -338  -426 -290
566 -904  668 -272
-180 -159  -815 -400
345 -285  108 -492
606 -239  -377 -179
924 317  534 419
-287 167  779 942
-394 591  -679 139
-1022 -655  497 -830
-300 149  439 -505
-485 -687  -10 166
-288 288  787 -296
234 636  939 242
537 17  426 -106
-843 510  424 -21
185 415  -154 -282
309 -202  1292 383
205 -595  970 -1258
135 -1088  -224 -306
-854 -50  591 18
-255 428  316 -92
-266 -385  221 -486
-197 -68  -266 37
939 37  125 65
-202 -198  59 319
68 -873  376 1052
-302 -258  -195 701
-207 41  47 -151
424 -777  -388 -446
-977 -616  -617 -337
28 -74  865 -72
-596 -290  49 -268
727 158  321 23
-1120 -69  -323 182
553 -1140  -271 389
-79 -380  955 262
-586 -61  84 -511
-1015 -313  -648 -535
487 853  -354 -289
166 437  -21 -169
-179 307  340 329
406 -382  -304 -37
-174 -51  163 190
-253 182  -317 -24
-9 434  -1170 442
215 690  707 324
283 34  333 -264
-142 -447  676 -80
180 -328  -451 -527
-532 565  507 784
542 -612  526 758
14 -205  121 -664
477 -424  -330 105
-182 -88  -271 -519
-668 455  -1062 838
-800 -577  36 -1043
658 -711  207 5
-345 99  -1159 -145
675 -522  -18 232
-131 -92  374 486
274 -325  -174 -749
-241 318  36 339
-174 -55  521 419
-333 -248  -849 323
-417 -623  208 -163
173 415  124 228
-579 -192  315 271
-288 -388  138 168
-982 -853  -50 -198
681 -91  207 285
-156 324  -231 -832
-354 988  -689 267
-569 123  -529 15
123 989  809 -658
-60 -368  204 -794
550 299  -321 -664
-401 23  -220 -109
-206 -37  -367 343
-253 18  126 39
194 58  1138 -26
628 499  436 -275
-52 364  1040 -24
-65 -479  -326 -13
220 105  -400 1056
-763 -24  -695 563
-756 -232  603 -52
373 279  547 285
-202 215  494 377
533 2  -565 571
-143 -799  408 -244
165 -125  256 -389
925 388  -623 -84
-419 416  -502 524
-835 -35  449 127
733 1001  127 201
942 63  407 -763
246 -893  121 694
209 -927  -365 -297
-269 -595  368 -338
-304 -1123  -198 -235
-17 317  497 -1271
79 557  -438 -424
1021 -191  159 -71
642 396  -890 -965
443 -507  -122 -163
452 -585  309 -399
444 544  294 37
-264 -1215  -158 165
-189 721  -686 -26
379 599  -622 -11
104 397  374 921
819 236  -78 1389
-207 -702  321 -668
-59 274  -100 304
1101 177  -906 396
-159 -3  -242 193
-680 -314  -521 459
228 183  11 -13
-149 -123  -282 -150
-953 -165  312 -97
160 -612  329 -429
-116 82  -536 -649
384 728  -216 -556
322 -368  -823 431
208 464  302 98
363 -677  684 -50
611 387  -572 44
-278 -736  417 -78
112 5  -224 322
-243 -800  -1399 294
303 -235  -1095 185
-164 -105  228 33
-149 337  -281 29
124 1596  44 559
59 196  -129 -280
-307 -24  217 52
-119 -351  -261 -210
43 214  10 -270
295 1061  63 -202
-605 -463  -113 46
-147 -552  355 -164
331 -401  -78 259
-611 193  -133 -1061
851 222  29 -492
-610 -547  -427 -599
504 -480  -169 798
-141 -795  500 -467
121 -856  24 -596
-289 -78  532 -19
133 261  -638 -135
399 -537  592 567
-417 -337  268 -316
89 -271  58 -468
1158 535  -182 498
379 888  461 533
181 -327  -185 -673
-850 -207  857 -444
-300 -735  -91 437
-84 -17  525 567
7 212  -260 -267
176 -476  -269 156
22 -418  -1083 718
-375 -37  343 -139
-679 258  401 -369
726 -820  -687 283
-157 70  509 -787
-436 240  812 215
-575 -334  1037 107
447 5  -187 311
90 -222  -922 -581
309 -261  -108 -539
149 533  -1039 -50
733 460  545 -451
220 -345  30 -1239
-733 452  -65 -899
405 -327  102 1119
926 306  24 453
-380 490  216 209
911 792  53 -597
105 1492  297 356
-430 -301  -385 8
-174 647  -401 284
153 531  170 8
-585 -681  -567 906
-916 119  476 -82
1 -327  91 617
-183 370  -463 3
357 543  -348 -535
-732 110  -387 194
-621 -379  395 474
-9 498  -897 -453
484 222  -266 -229
-124 -550  -113 168
-158 -159  832 -612
282 -553  464 19
182 -50  439 188
-1193 -813  -727 163
-655 337  -610 76
1166 535  802 1
1058 -557  373 472
-568 -350  196 499
-340 350  519 -802
-42 -597  453 -984
-130 151  631 -113
-840 -187  674 -102
79 -341  -452 50
-391 -64  -419 -441
556 348  122 473
-8 -49  -187 -70
-315 -667  -172 441
688 -6  55 -713
-551 45  -755 251
-375 264  603 394
-199 1092  220 -97
659 215  -130 -1019
114 370  -745 54
1122 133  463 -140
200 -710  -219 110
-64 501  -985 -927
-687 43  -176 100
386 -680  632 -523
-678 -1038  -416 323
-839 -685  565 471
494 -616  420 506
-563 584  234 -236
-258 264  -727 495
792 -68  -126 -400
-598 -387  439 -421
-272 437  -335 478
586 330  26 -274
346 -136  136 -408
-11 -296  -405 158
554 441  -842 42
-434 -561  57 306
151 285  -671 94
-306 680  -217 -380
288 -74  199 -406
37 534  -408 137
959 287  165 386
156 712  1214 608
121 1075  -6 247
-1 709  -1239 -473
215 185  -560 96
526 -47  -380 139
166 -222  143 -231
-438 777  267 -152
893 186  32 178
-146 338  -163 -48
742 940  450 -1019
224 -888  189 -598
443 157  588 979
-30 -505  -825 602
738 -38  -662 818
-516 -81  18 312
374 -561  1053 -451
-563 -96  466 -79
-959 -100  35 -729
-74 -228  18 -204
822 -459  -752 29
-750 422  -48 202
724 -182  -343 489
-928 -549  906 130
-255 902  -334 -211
469 -525  561 305
772 -98  514 254
-430 764  -406 709
-707 176  141 -183
275 360  534 214
111 -497  -10 -169
-130 -263  14 693
-20 162  260 -51
145 -827  -252 118
-195 1227  208 -348
190 60  -195 200
-727 -755  1078 -1139
427 842  -487 811
238 -134  -255 305
160 138  721 -516
1138 990  -161 -1125
529 -519  -675 -500
541 810  314 109
58 788  -637 -321
-470 557  392 -260
-958 -46  432 408
-1121 127  -107 1267
355 -691  521 336
1146 -793  44 -22
-16 -236  -704 -293
26 -160  -652 293
-502 200  -250 -447
-278 390  108 599
-233 -133  -46 360
-368 544  -131 358
235 665  -738 208
-67 712  -48 233
249 442  228 -191
60 -424  -55 230
-112 1062  -93 -384
744 510  285 84
1273 284  27 58
80 -533  -89 -897
-492 -44  52 534
-234 372  -685 -473
-20 -138  -128 -625
-920 -47  -6 -74
798 -559  692 97
212 -246  247 571
762 -545  -648 241
109 -1153  -383 154
-623 -41  912 388
-98 -481  -673 278
-205 -450  -129 -69
-20 -92  1300 620
-731 486  -177 -772
260 670  390 889
-762 797  73 359
50 -190  -876 386
182 107  -150 -674
101 -939  -357 410
-352 383  285 278
625 259  -92 424
-35 157  -149 744
324 -76  647 -422
745 172  434 -817
-863 -318  -574 398
-741 -618  6 193
84 227  876 246
-27 -449  -220 -278
450 -122  279 499
607 282  -256 159
-641 -217  309 796
635 235  -732 -439
355 -57  -905 -39
74 179  -532 -362
148 29  287 86
-224 -956  938 41
339 -166  -165 -193
652 -1570  306 -35
1230 12  -599 -259
-152 154  314 298
617 -351  -892 58
123 -698  23 -11
-384 597  761 337
-216 938  379 61
181 -259  -836 -1488
277 4  361 301
-299 -311  107 1128
-329 -16  7 -519
-62 72  266 -459
350 -978  -76 1061
328 8  -123 -117
-290 372  1288 268
362 450  -863 -228
611 1342  191 -723
341 -942  384 277
247 -217  -86 229
-276 480  -203 -422
-831 803  -147 -159
-165 -949  817 212
-33 283  -222 -323
1343 574  -680 -225
620 687  473 -130
439 -89  -400 -132
303 107  591 -372
-386 -95  229 356
384 265  621 162
-38 339  -677 175
-88 362  -135 78
-45 -272  -542 -471
-263 101  954 359
-153 586  -871 785
330 -493  75 374
-516 303  -410 568
293 -72  -611 -263
301 55  -429 -140
-221 -102  -67 -88
-744 -59  -156 -711
-608 200  282 315
-1317 392  -49 278
348 647  483 651
-615 839  291 -369
-615 -483  -720 -1522
-520 83  -780 -399
1294 66  90 -132
381 651  505 273
-105 -495  580 162
220 376  -1147 -482
