308 -4321  -17 -7365
382 -2159  2886 460
-7116 -5491  6878 704
-1542 -1091  -129 -4471
3290 -2097  -2162 2184
1338 -1303  -2796 4897
-888 2664  2345 1178
-2965 -1464  2871 -759
-2052 -682  349 902
-3092 -467  962 -2035
647 883  -4029 -5933
7 1111  -2640 2411
156 5452  3938 -3157
-6343 -5403  -1176 -3856
3453 2046  -1322 -1305
-1716 1478  1981 1561
3165 1055  -473 -1704
581 -3168  2104 2040
156 -2735  2905 1441
-751 3675  -866 3722
-3405 1948  426 -771
1321 131  2421 392
2942 6940  1818 5320
-1184 -140  204 -1683
1536 301  1470 -3088
-6099 4900  3828 4742
-1452 201  -1898 -463
2209 2341  781 703
832 3460  2252 -2228
2368 -5355  -605 5298
-1641 2442  -2387 624
-429 3933  -1034 -5601
4707 -3478  1621 -565
4438 5766  3893 -502
561 -1679  3187 10483
4747 2719  3219 8116
-2730 4192  -3967 1596
-3496 -1837  904 -1543
-837 -2136  633 -1226
2365 -397  3973 485
-1734 -1298  -3302 1397
2758 -290  -2467 2171
4281 -3343  2931 -1209
-3153 -2715  -2716 1885
1605 878  2300 -3021
-2481 658  2963 2477
2320 -792  -4274 -4497
-858 -724  -3293 -1542
-4038 -140  -1594 4186
2623 -947  1936 3719
-3865 1572  6602 3076
229 -3787  -1348 2767
-2985 6858  3690 -1436
-219 3448  583 2587
2395 4764  4168 -3821
426 1330  2442 1395
485 -2453  -1680 -1874
1313 -3039  -102 1696
-2422 1568  -251 675
-284 1000  -3610 -941
-458 762  1565 -5329
-1209 971  -6062 3434
3678 -2316  3195 3999
-3713 -3849  2959 128
-326 4028  -1488 -4376
-918 -1873  -3304 -2618
4157 4720  -1320 2457
540 162  1139 3276
3742 5538  1267 1181
-3965 1049  -3265 -1755
-4395 -2050  2161 -422
-1155 811  -397 2257
-3899 1964  -988 -1598
-976 -3807  -4701 -2158
939 347  -320 3711
2255 -5394  -1083 767
-627 1867  2247 -2749
4940 4659  3569 -1872
285 144  -2202 -1315
1456 -2901  1540 1857
-819 -1905  7060 3364
-284 -3654  831 -1166
2299 -2309  -310 -3746
-1765 -2656  1517 4477
-3308 2007  -1169 1321
896 1165  1681 -3414
4686 -597  -30 -1890
794 -3177  -5860 1432
-211 295  2398 -1844
6212 1814  1846 639
-2682 -3023  -3057 -1013
-2025 -201  308 -1755
-4528 3355  345 -1097
-1107 -745  -2322 -2688
-3176 342  318 334
-2078 126  -4628 1862
350 -1043  1581 -4291
2824 -4197  -3599 4712
-5250 77  -2594 -5718
2257 2391  792 -2122
-3905 2037  2658 -2999
3579 2263  -3846 937
-3931 -4746  4597 3565
5030 2520  1618 3679
506 -4585  -768 -627
-4000 -821  2268 4711
-1155 747  3078 -439
224 -4284  1152 4552
-2992 3588  -116 4858
65 2555  5509 180
669 5940  -1095 605
3027 -5763  40 686
2949 2434  -1827 934
-2238 88  -3235 910
2411 205  2376 2
-1020 -5714  -1414 -1496
1796 670  433 245
2579 -2677  -1591 -6145
-225 -3147  2298 -330
-215 -227  -336 845
6167 -1344  -2472 951
-2062 -3178  3851 1507
257 -2379  1003 -1345
-424 -204  -944 6108
-5109 444  1444 -1058
-376 2496  380 -3742
-576 -3748  2055 3433
1258 -2478  -7417 -992
-2002 2582  583 679
-857 2042  5662 -1913
2101 4536  -2180 -928
-4684 5448  1435 1832
-1131 -2565  -8328 4609
-3724 -1804  4168 -6446
2058 -1393  779 -4226
70 -410  -1624 2242
818 451  -1167 -1019
-359 -1634  -1988 -4544
2985 -931  -603 -2179
220 -2019  -2545 4038
119 1151  -2328 4014
-1684 -4162  2197 3008
-1134 3068  2492 4152
1652 803  -1763 5158
2961 824  2922 992
-4001 -1805  92 -1450
2597 -1889  4938 -1344
3902 -3749  3777 -2491
1944 653  1095 4072
-2040 1268  -843 -1226
-916 -1516  -1 2020
-6402 57  -7746 3500
-1120 1356  2701 -1808
2593 415  -6607 5568
1726 -2727  -907 3590
-3035 96  -2551 1212
-1604 1210  -1883 307
-756 378  -378 -2656
3874 2566  -402 -1419
-1701 2790  6298 -521
-1951 -3326  416 1446
-322 -110  1140 -66
-4679 -4265  6078 5162
6003 -1198  650 -2837
-2862 6165  1571 -962
2884 -1932  4437 542
2864 -3890  3765 1169
9185 -2664  1638 -1331
-947 3166  -2781 -2348
-418 72  -1450 1146
-5351 -820  -3236 261
2313 5676  3873 -1870
7570 -1601  3063 -3830
1617 -3673  -1046 3712
1797 2099  -1357 -2603
-2798 791  978 -781
1149 1338  1653 415
-7752 -1628  618 -4375
995 1408  -1060 1172
-165 4352  -5902 -4119
598 -3413  -824 2985
-1151 -1121  1392 -362
-2302 -3237  -2257 -100
-6354 4149  2905 107
-1305 -4980  5995 -1294
6346 942  -466 6207
-462 -7374  3859 -386
-1049 3481  894 -53
1469 578  5129 1317
4634 1550  151 -624
-4058 -3601  -363 -1743
2614 346  -5543 -662
3402 -2283  -528 -2570
1641 -151  4117 -8896
2075 -3318  2701 -4792
1079 -149  343 241
-6141 -2390  2249 1447
1306 1992  343 1526
-28 936  -5263 -786
1688 3782  1196 -3328
-542 -1693  -5218 135
-2321 5477  -141 -685
1846 -1629  -579 -2272
-522 8  -3717 3070
6245 2264  -14 -7
3199 -4227  -200 4119
-7925 5561  -2428 -745
263 867  -2723 746
-220 -1443  -1457 2152
3054 -3186  704 -2710
-4377 1714  -363 3746
-2970 -1998  734 347
1522 -744  3011 755
2149 -1963  2517 4213
-665 4145  2045 -4769
7905 1547  -4644 3271
2873 -1132  -4621 3272
306 1112  2424 783
-1141 723  923 -1236
132 3514  -3773 6479
-3968 1459  -5801 3138
1062 2034  840 2388
-917 1223  -3435 -2685
-1407 -1451  -1179 3004
2103 -3037  4034 -4724
3822 -1309  52 3204
-1582 -1278  3863 196
-234 1546  9 -3705
-5777 -1686  -2044 2283
848 1606  -2154 -5254
-3287 -43  -1808 1180
-1403 1699  2710 -5266
1049 -5324  6265 625
2028 -2575  -801 1519
-3590 -4234  3462 -1726
-2011 -2327  -5690 -2811
6881 -4749  -2408 1039
-1740 3858  3098 2047
-2720 -278  2158 -142
-2105 5189  162 -4492
289 3785  1376 2528
-859 -2460  -1523 933
4708 1466  -1657 -828
1707 2467  1779 -208
-5806 3509  4676 -356
6124 -1678  -1017 1750
-966 1559  -74 -678
3109 -1189  1444 -558
-1448 2628  -4727 4145
2199 -412  67 2237
3326 -7800  -1248 -2796
4063 -858  601 632
2415 2303  929 -1110
2686 -709  -1764 3038
1789 3787  2973 -1787
-3700 -801  84 1134
-1329 1938  -2531 -3579
-239 3079  1523 -1872
10314 2292  -751 3728
-1981 -2000  -3676 4767
-5447 -3367  -2118 -2650
1986 -3423  -1813 1710
-6190 -7194  2751 -2298
3150 1427  -944 6512
1581 -1162  2107 640
1091 -7315  1637 1718
19 -2382  -2625 311
-1852 -2709  -4218 -2755
1301 3507  3614 -2830
1869 -720  -46 697
-2372 -741  2023 -2080
2791 1258  -6810 -823
-923 -536  8309 -1600
-6903 2302  696 6784
2308 -4053  -1594 -7707
-3150 -1629  -2900 4581
241 5328  5195 -1335
5347 3300  4815 -2643
-1606 -960  -3177 -5661
-445 1436  782 -1347
-660 4074  -171 -11
-1561 2850  1833 -1662
798 -3410  -816 -409
7414 -854  8414 -572
-1081 2626  -554 2068
-2780 3413  211 324
4628 1562  2169 -1671
-373 -1203  2874 6376
-1745 172  -5758 4152
6713 -1859  511 -2607
-4710 -1228  2944 2501
-5726 860  -2781 -5296
-637 1851  1660 -1054
-742 4955  1271 -2775
4082 -2949  -792 1074
937 1417  3094 -1396
935 6407  765 1180
3541 -2073  -4178 -215
-3689 5336  1336 -2986
-275 -1201  1361 -3712
-2609 -874  3623 436
-1102 8405  660 4333
2667 1521  -3572 -1113
-886 754  -1704 -4002
3467 748  637 6150
-10 -2009  -238 -2927
-4219 1749  -345 -3901
-2217 -2125  1169 3577
36 2017  -405 2773
4030 -447  -3524 912
3574 441  2203 2652
-6346 -3084  3868 1756
-350 -1999  -1351 1772
2422 1115  -1816 -496
746 3165  569 3487
3365 4661  2319 2172
-4278 4967  3385 -4073
2276 -5156  259 249
1297 1032  -538 -29
4346 -432  4024 1893
3583 1262  1769 1116
-908 240  -2262 -213
-867 -1546  -99 563
-2783 -1965  499 -2360
237 -4383  -1986 -5024
-3920 3450  -1577 143
2570 2013  -4651 -3433
1036 308  -2124 325
5282 801  -547 -3668
-620 5086  3359 1959
297 -2116  1274 -2612
-2246 -1018  -1100 3843
1812 6009  1502 1215
3567 1028  -2859 2495
6439 -1407  119 2637
1352 -4434  1595 -1243
1235 676  2542 1637
-2464 -2782  5409 -3433
-40 794  3255 3661
1490 -1898  1092 -75
-2003 -1142  5418 -942
-2133 -666  756 -1970
-892 -1298  -4411 1447
1188 378  1319 146
-2532 3261  575 1269
-3514 4304  1228 1077
3621 -317  -5161 3003
-2842 496  2422 3017
104 3554  -1829 -1917
-3534 -809  699 -4754
-1877 4524  571 -1554
1202 -2434  -1278 -1622
318 -198  3626 4610
838 -455  -2978 1027
-233 -1515  4406 5007
-48 1550  658 -111
610 2631  5598 2858
1364 -1609  -2115 1034
1281 -4032  1145 660
-3148 -1584  4315 -1705
-844 -2063  -1172 5491
-1008 213  -4027 -1494
6024 1267  -633 2686
2250 -3798  8054 -1227
-2295 -2669  -1378 -2095
-1986 639  -3127 2674
1186 -4091  482 3991
754 -1282  -2742 147
2753 -3245  -375 -2755
-2272 33  -838 4334
822 1947  -5191 -473
-136 -932  -1089 -3729
3358 -2092  576 977
2966 -3355  -4424 2554
-358 1830  -4627 4398
1780 312  -2370 5139
168 -1558  4033 359
1964 -2177  2096 -499
1927 2006  2520 -2435
1251 -3956  876 6784
2758 1038  -1274 -36
552 2578  2119 39
-2904 -1031  3329 700
-2877 -6414  -898 88
-2718 3897  172 4132
-2278 576  122 -4644
-2021 3338  -417 -3866
543 1588  2473 -1945
341 -954  3827 558
1890 418  -2121 7236
-99 3795  87 -3062
3011 -6134  -853 -3781
959 2891  99 -1904
5508 3568  -406 2832
4324 1825  4209 -202
-973 1028  -5056 5489
-2824 2325  -753 5420
549 -1042  -980 4261
-3107 -3842  -654 -1123
-822 -3399  1843 -671
-4241 -12  71 1073
2177 -4620  -1515 -497
-1768 2147  -1267 391
957 -2288  1565 -1948
-2120 -181  1670 -1536
-123 5512  374 -3802
-3740 1360  412 -5412
-2222 875  -4897 309
1070 -3011  893 1943
-2463 -34  -2342 -3230
-3197 -768  -1588 -2908
1291 -2303  2053 -849
-445 -454  975 4026
-617 4479  -1553 3304
-4550 583  -2867 -5661
2713 2071  244 -1673
1746 -1291  1729 902
-613 -2709  -1331 -1237
-656 -1782  2016 1339
2511 -383  2788 -2805
1393 -82  -1913 5077
-2513 1747  -1135 -116
-1460 79  -815 -4322
1985 -2141  -5713 2790
-866 -178  816 -2442
-1365 -825  -490 -5110
-3690 -3196  2075 617
1804 1040  394 3304
-2380 261  3686 -1886
-546 -872  -720 3103
2260 2469  -2412 1721
-1042 6680  -604 360
456 2747  1894 -1545
924 557  -1860 -1915
-3554 -592  1605 1942
608 6892  -376 4727
-1019 1577  -4257 4394
4048 -662  1485 -309
-1505 7911  565 4053
2154 4396  -676 -1820
-125 -889  -1680 2349
2066 473  1214 7174
2139 5052  -4992 891
-686 -388  -3164 6444
-641 2333  3758 1384
-1807 1592  -2530 -3255
-326 832  1986 642
-58 -2604  -117 -2916
-520 -1178  -244 -2598
-1156 -2014  4258 2261
-3531 -1384  2314 -1458
1732 -1538  -769 2908
-78 2909  -4029 -274
1175 -2268  998 -3593
1209 -61  -1961 -993
-10048 3418  2743 -1635
-225 -1932  240 -4965
2456 -2206  -2060 26
4072 -5750  -2880 2230
-4790 5488  17 3451
3476 669  -613 303
-6800 761  -1086 -5
364 -681  -826 -618
-897 -2965  2713 -1936
-6490 1409  -3537 -4354
-2006 -197  -4463 4967
-793 1185  5637 535
-1496 2488  1253 1381
1041 -3838  3330 -5044
-1000 -259  6931 890
-2107 -310  701 2725
-5533 -935  3581 -820
-2131 239  663 -3809
3626 379  -1666 880
-2208 -250  -1851 2142
1575 1934  2243 386
8727 -265  3566 -1194
1868 1243  -1739 -3033
637 -751  5008 -1059
1310 -5717  -5068 -1926
-5706 -2153  7278 3005
-677 4005  604 6887
-1063 1213  -527 -1153
2345 -2670  994 7060
3431 -3124  -1630 -948
-1726 231  -1495 4688
666 6193  2038 -1420
1446 789  -2053 4571
-3284 962  -2358 -799
-1965 5641  5211 -402
-64 4005  -2214 1224
-3748 -424  -498 493
-1542 6757  225 7025
3304 1118  2005 4342
-2863 3238  1340 -327
3152 1900  252 -894
1459 3522  -5713 1276
568 -1289  -1553 727
4404 5419  -2849 445
-1260 28  -507 -2128
1387 -306  -1784 -3171
-1460 146  -2481 2474
-4512 2209  -2575 -1197
-4404 -868  2835 -3945
49 -469  3049 -4060
-3064 -1323  3348 -1373
1554 1397  -212 3162
14 -6388  -4289 2208
2296 966  -3311 -5062
-3520 210  172 -3306
3266 1604  1369 4771
1891 -1865  -2159 4869
539 -580  1852 2466
341 26  1388 -3594
4786 1108  -1260 -1435
598 -3190  703 2624
4861 1346  -493 -7571
940 2056  1059 674
-1802 -5392  1845 -3715
1997 -2637  -3930 1922
825 856  -1355 -3960
427 1020  814 1835
2895 -116  -5879 -2294
3154 -6303  -3936 889
1293 -1468  2195 -2254
2779 1798  3035 -400
-5314 4451  -3386 7927
-1295 2826  -367 796
2537 -1713  1107 241
-2005 3004  -1459 2955
3768 -284  413 -1079
3428 1321  1296 1210
35 -59  -3176 -2813
-2907 -3858  2091 5752
1581 2579  1191 -996
-27 4876  -1546 3839
6560 3611  1881 496
-7 4720  -2185 1454
-2571 5586  288 447
3711 -2051  -2174 1601
-1533 -3472  -888 3951
414 5155  -2562 1362
-2996 1441  4953 -830
1453 761  2632 -4566
4528 4587  4018 3396
-2555 2611  -221 1895
-115 -3620  2309 -2594
3087 -3199  -790 -605
-257 -1767  -157 694
1880 275  1392 -1266
153 2930  -1240 2983
1333 1513  -3525 158
198 3027  835 114
1869 1567  1991 2245
-1330 -1903  -574 -490
-903 2491  -1651 -3927
242 -1978  2159 2569
-2574 595  -3319 2908
1689 4814  -2329 -1317
-32 -1156  -347 3271
3406 -1404  1311 -3052
-953 -3666  -2227 -872
-2363 1668  -3810 -6958
-2755 2617  218 -3589
4656 -563  2509 -1102
2624 1669  -2546 -4387
3633 3327  765 5682
4518 56  -762 1870
2296 476  1907 5161
3787 -2686  385 558
-3335 268  -2008 -2413
1616 4282  3859 -5414
-1253 3978  -232 2330
1895 896  -3438 3428
-2688 -5471  1873 -2070
4228 496  -1021 -1216
-4469 -499  -1378 -166
373 -2552  -2093 618
-2505 -2875  -982 1279
-4532 -754  -716 -2036
-1368 1736  3551 1582
735 3154  619 -3027
117 -4892  -263 -827
3724 -1592  -3679 -1937
-1051 345  2513 -2741
-775 -210  -2404 -5647
2257 4134  1406 757
3170 -1026  7846 -2581
-5529 -2207  -492 -6930
590 -4095  -2454 1543
-2055 3282  -2519 -4411
-1438 -1810  1696 -3596
-123 -5006  3198 -1183
-1473 2210  704 -479
3064 -4198  1539 3738
-1470 -1062  413 -2789
-568 4544  2852 1569
-5608 1997  314 800
486 -1339  -40 -5066
-1578 -3462  -93 -5567
4420 1225  441 325
-1113 -6280  -1018 -4275
1016 2443  -883 1063
-253 2138  -980 -1286
-625 -4599  4336 1937
-2911 -452  -655 733
2000 -615  1364 1686
-1960 -937  341 -867
305 -7920  -1836 237
1549 -3975  -1765 -1392
585 -753  967 -6075
2353 -234  -2893 -6251
-1215 -622  2832 2050
-981 -3372  -2113 516
-2355 -694  2833 453
-480 3229  -1945 227
2443 2897  -222 -1855
-13 379  4339 2872
-2682 -1190  885 535
-160 2232  2769 1557
-555 1161  -1539 84
4397 1455  1089 3135
-403 4897  -1324 1215
-2984 2056  -4540 -3099
-788 -4640  -3992 5510
1669 1374  2555 -4065
206 3406  1935 -8268
2744 -4824  3198 -2373
-1748 -1107  20 -7874
1005 2427  -2262 2487
-1877 3458  -3185 -2684
1252 -3480  -2659 4852
-2593 -1198  -2222 915
1869 -3248  -1279 2514
-4033 -593  1211 3326
5338 -2296  -1349 1261
1036 2257  2662 -1544
-749 -2190  3292 -3313
3145 350  5727 -2189
1388 3084  -3327 -69
4688 -3290  -4242 -3562
-1741 3488  1970 27
-4772 598  -1658 -8316
-468 3778  720 6862
1134 -1991  -2052 -1523
3405 -1938  -1004 1807
4827 -1265  -2537 -4990
762 -2206  -1636 4484
4110 -2812  -2253 -1310
-1231 -6824  1447 -1058
952 5657  -974 -4486
598 -1965  -1472 1387
3719 -8359  1671 -1233
-525 -1949  -3415 -2416
3922 849  -472 631
988 -2499  85 5404
-4036 -1340  4885 5437
-5184 -2863  3680 -2758
-4641 -2030  -865 2866
-3306 -549  951 1076
-661 -3275  -306 2680
-1981 2361  3224 1960
-2651 -3028  4781 1929
1608 501  3668 20
-2746 -6438  -6945 1215
-6974 -957  1888 -4778
4014 -4524  -219 4625
2717 2312  5203 1551
-5183 -906  1698 -758
352 2429  417 4898
-152 1635  2969 3947
2817 -236  173 489
2877 1461  1722 -1762
-6997 -1383  -1425 1698
-2975 -3209  3606 -2596
2831 2946  2175 853
678 -6648  324 3253
2072 -2475  512 1316
2680 246  -730 -207
4619 -1970  -3749 -5132
2172 -1175  3650 4722
-99 265  -794 -4337
-1993 -4572  -182 498
1252 -4560  -2123 -35
-4361 -927  6282 4343
-5590 -1731  201 -1501
1742 3389  -2319 1186
3941 1113  148 252
-3132 1822  5312 -1263
283 1997  -4025 -1465
-746 -1905  1154 -3
-248 -1434  -880 629
2418 2505  230 -4428
3876 -3873  3572 -4195
3238 -196  -1267 2773
3339 -939  -233 -4601
106 4448  968 -307
-3053 -1885  -805 -819
-715 -912  104 1035
999 659  3848 -2938
-1315 -470  6304 666
-4080 -3503  1405 -1301
83 -3313  2119 2570
-2460 5012  -2551 -2159
384 2568  -420 2204
-994 1944  -219 769
-1210 -3287  -589 -4165
-2605 757  -8568 549
4755 657  -4888 285
8966 3675  -3785 2956
7016 3444  3288 330
2590 4220  2165 -4977
-520 -1776  -5337 -1866
2736 2516  -1982 -1355
-345 1071  5293 1520
3082 -283  2193 2417
-2125 -1891  -2956 2346
-332 -534  6054 -1445
-4446 -2281  9001 -1200
-1812 -2239  1444 4150
-1037 4440  2613 -1330
155 -2257  -4056 -3299
-4491 805  -59 -3001
1254 -2723  -1894 -1172
-3838 736  1717 4016
-1836 3196  2797 3670
-198 -5527  4100 777
-2608 1125  -556 -1529
1184 3183  2251 148
1625 891  3753 3327
-4209 3374  -1492 -1075
1156 933  4989 -2117
-686 -2767  5803 -1061
-1391 1404  -2987 -3979
2070 1948  -946 1131
4201 -3068  -832 -807
948 3175  -4217 -4296
-1231 -5070  -5483 -997
2806 145  927 5370
-1994 349  2004 2058
2328 -225  785 -770
-4603 -1502  4248 -1135
-4128 1074  4574 1370
921 -4170  200 -2039
-279 1033  -2762 -1606
2773 3812  -804 -759
-11 2113  -4317 -619
2070 -746  -3924 2617
4231 293  -43 -3070
-753 -789  2614 -868
490 280  -1732 -921
-849 3025  6020 -182
-819 2179  4979 -904
-2834 -1268  -3344 3214
262 -1115  -7864 2277
5366 -4428  -513 2946
2095 -3184  3291 -1942
2185 4655  -1978 -929
-21 -616  -2694 1298
-2963 -2071  5556 2693
-4684 -3509  2055 1014
-5486 -658  3841 -1885
-1315 -3984  -1289 -3856
-2292 2276  -3685 -1140
-4493 -2342  1179 3362
-2724 250  2457 2784
2624 -1027  1458 2287
2210 416  5384 2056
5252 3232  -1733 5449
1901 2890  -1051 -87
3277 -7308  -3141 -2043
-6264 -2464  -4094 4438
-4226 569  2487 4632
4014 -808  649 -2474
1533 -930  -2172 102
-1050 -5996  -1352 3233
5531 -255  -893 -6239
4685 -6852  -5900 110
4198 -1700  -665 -1350
-2695 -3326  1839 2215
346 -8481  -1985 362
3739 -3161  879 905
421 1042  -620 1643
3131 2362  -70 243
4918 -2993  -3928 -2706
941 2137  -3793 -507
2731 3176  -1159 5377
-2225 -3608  646 -2390
4251 -2327  -1154 3110
-2913 5069  -2116 4287
3086 -1881  5079 2694
-3851 -3300  2734 5019
-1987 -695  2210 -1736
1849 -5989  -5511 -3355
3954 -873  -1867 392
-438 -470  2446 -3135
2250 -1110  397 -398
-847 -6486  -4546 346
-480 -252  -6779 6011
2639 -2145  1359 -4767
907 -909  -2907 1200
-2591 -4966  -4455 4160
-2653 2908  3584 -3681
1056 -5430  1761 -3767
-2360 3660  -529 3562
1457 430  2967 5507
-2581 -169  -211 280
-4405 -1547  1183 -2050
487 2391  -2002 -1191
-3079 -2834  -274 1386
2670 -1343  1159 -2345
1213 1704  -746 -4490
-2852 -1395  710 -2605
1452 4973  -297 4870
1019 1911  2109 982
-1525 -1704  1687 -1087
-281 -685  1842 -3270
-801 -744  -4382 2137
-5436 -9448  -7190 5470
-139 556  3443 -764
-5030 891  -984 4960
-3808 1353  -842 3687
-869 3723  -5170 -2623
-765 2276  -1511 -1685
-1505 529  -770 972
-291 6434  -2518 7500
2770 -2774  -2003 -405
-2716 3167  -613 -5195
4022 -2629  5831 -605
-4550 3342  1183 -137
154 -2427  2415 1551
-1145 -2678  912 -1838
2305 -4790  2819 -2019
4037 -1322  -1054 4848
1867 61  3250 337
1826 -33  -4011 -3375
-134 -402  -551 -1633
-2158 -1106  -1870 -413
5204 1652  752 -3376
3407 5808  -1380 1175
2027 -1411  -4650 -2011
3715 -5170  3866 -6314
-1733 8354  1071 1340
3608 410  -1580 -1763
-2840 2475  -1172 2873
5725 -2238  4901 4672
1564 -31  2201 2563
-3510 3970  1779 -1939
195 -316  -119 -1265
5759 3373  4831 -501
-836 -1639  -3494 -3591
4116 -590  1367 -5623
-1014 1759  -5542 -1863
85 -3800  2195 2403
-843 1056  -101 -1329
-1746 1858  5584 -981
5491 3829  -216 2599
4531 913  820 1917
1475 -1462  4963 -475
4410 -4653  710 -1949
-3552 1257  107 1628
-5509 -206  -1249 2096
-4324 -1577  -3048 -3136
-1064 1963  -5827 -1531
-1385 -4132  -2388 1034
891 417  2187 -5078
132 2983  278 -1303
476 -6175  -303 -3909
-997 -1593  -924 -1869
3941 -56  -2617 -17
-4248 1245  -1137 1872
4202 1681  -759 1492
347 -1400  3810 -4201
173 -3555  698 -1727
-4069 -71  -2259 -1017
49 1230  845 63
260 111  -4911 1781
-4608 -242  -3440 -2868
-3632 4162  -4538 2274
1203 -2876  4420 -1956
-1878 -2551  209 10893
283 -3152  -3867 3603
3096 98  3359 3058
2215 5436  -3079 -3687
-306 -2586  -2225 -1088
-300 -4860  -2007 5331
-6955 2965  780 -1300
4305 1970  524 -2153
1277 1478  3396 -2855
4741 -18  1179 4819
6043 756  1194 -332
-9073 -3154  -1557 4481
-2412 1110  -1412 1847
-3983 2099  1675 3304
-896 -563  3210 3873
-975 -2084  309 1172
1608 -1506  3583 -2978
-5585 -2717  -2298 4142
-4478 551  1316 2995
175 -50  -2605 159
-1740 145  2276 2878
-821 -885  2977 -353
-3403 -1184  -6607 2280
-2703 72  1070 -6204
680 2708  173 4169
-499 -1673  2612 -6229
969 2060  2334 -1761
2702 -82  1493 1259
3565 1471  -155 -5482
3108 1087  -7096 -1358
3375 1433  -356 -1726
-267 993  2490 -1575
-182 -1876  -2529 780
-1529 -1303  2579 2081
-1619 -3967  -301 4317
-7970 -7092  703 535
4426 -1885  5142 1386
1628 -533  -920 3691
3602 1232  -1234 2281
-1417 3969  4128 460
2148 1683  -3971 1946
3161 -1895  1449 -1534
4246 -1745  1075 1164
552 -3907  120 -1627
-167 213  5033 -1705
-531 -2186  -2686 5536
-2366 -1487  325 2341
2727 2152  998 714
-2713 -3717  5623 -2057
2681 -180  -3744 2296
2642 1198  2076 -1935
1892 -509  2449 -3765
-3806 3504  -479 2542
5503 -2410  1795 -1811
4511 1814  -543 154
-547 -136  -3202 334
4301 -3528  -3211 3210
2323 288  6630 -3429
-27 -2773  -2912 1746
-2076 3346  -1599 -994
-2953 1312  -3854 1597
1106 -2961  -2299 731
-4825 -4714  7269 2515
-105 1829  -1304 242
-896 -248  -4696 5730
-366 -3381  641 -3929
6155 -804  -2512 1941
94 2442  -1236 -1601
-1455 176  -2542 -855
3254 851  -1201 -1191
162 4111  -2824 2320
-3005 -2733  -557 5838
-1936 -3295  -2035 3178
-670 -1985  -2124 672
1516 2167  -2949 4462
-988 3478  -788 2956
1914 393  2022 -946
429 -1198  -430 -260
2171 2673  -648 -2911
-1787 -3007  1003 2122
1404 -1250  -31 -1769
0 2748  2942 -3405
2285 171  -820 458
-2260 -2856  -522 -2329
-412 -6232  -2541 1104
297 -2130  2648 -3350
1025 -2984  -1629 -727
-549 -3495  187 -2630
1850 1365  2773 4911
-2910 6140  -793 1391
3771 2424  -2063 3544
-535 5968  1149 -1459
-243 -1399  -620 -878
588 -1523  1538 -589
4270 -3379  -7272 -1507
8 471  4035 370
-608 3043  2330 1745
1557 2791  2596 -1697
2492 -1806  -2227 -3371
-2627 3470  1388 1523
6481 -1396  -2546 -3462
230 -5187  3751 -535
-545 -2118  -919 1727
4522 -4965  6315 -8548
3134 651  3167 1046
-759 -6929  1907 2982
-1997 -637  -3233 -4739
1036 811  2286 -937
6035 1107  3678 -2563
-1773 -2524  -2212 617
134 1279  3770 2163
-1998 -5151  1556 -221
938 873  -652 -2363
-79 -8008  191 1450
-151 2448  -2390 -2513
964 8147  193 311
-2580 1447  -1506 843
-5325 844  -1382 6650
-3207 -1347  -638 1116
1858 2549  4479 719
-2521 -1506  -2497 -2723
-2443 -1924  -760 1706
5544 1084  7067 -801
4808 -3894  2195 -1955
1188 2471  -5316 2306
2169 1848  4323 3912
-686 -1529  -2920 -1779
1427 -841  -78 -1651
-1585 -1092  778 659
-4577 1128  3095 1719
-1599 -1162  62 472
-5692 668  -5240 -7321
1329 -4682  -721 2628
2341 -540  3666 730
752 -884  684 -960
801 2715  1579 4065
3156 4767  93 -2253
3451 -2100  -2717 -179
-2099 -745  -5628 696
4104 3119  -4459 1050
2530 -799  -2530 -1880
1125 101  -2467 5429
-2176 2460  -1040 1424
2213 -1288  1275 -4483
-3478 5526  3502 567
2283 -4734  754 4015
-3278 -146  413 -1742
1472 5281  2819 2470
467 4025  5670 -1432
-4943 -1131  5471 -98
562 191  -2453 583
631 840  2284 305
1596 -1104  158 436
3795 -2156  1724 -1632
1112 566  2176 -1556
-162 2903  -1062 -1263
-683 208  991 4592
-4495 -1903  -2339 -2841
1626 -1263  -1028 -1920
33 -1844  1008 2542
85 875  1370 8126
-2757 -4098  -4351 -1393
-592 32  590 2395
-3758 1073  4183 3970
1426 -7493  3284 5737
3477 -2023  -6070 1621
-1923 5673  3061 -1636
-1077 -2020  3977 -658
1640 -1454  2204 -7169
-1957 -2264  5093 -330
-1683 -3715  -6064 -541
4089 3665  505 1102
26 2285  2758 74
3760 7069  4626 999
-1848 -4634  -2623 2334
4373 -693  3598 -2732
722 -5310  5752 3101
-2385 -1885  -3276 307
-6987 -5046  7993 2327
-2253 -269  -1932 17
-741 -2659  3452 -2141
5796 719  1583 -3006
-166 1337  -616 -1880
591 97  -8031 -71
-2207 -3595  1325 1319
-2891 -1223  2950 -945
-1463 367  -417 -2871
-320 2591  -3240 -2023
-829 -1377  1290 -1344
-1306 5186  -538 -2267
-2350 202  1378 347
-381 3648  1947 -4478
-931 3060  2407 4863
5153 4308  -2574 2541
-1735 -2009  2769 -2185
738 -641  -1386 1882
4740 2091  229 -4420
3322 -206  -3342 -1503
229 -1965  -4772 -295
535 -1342  -2974 1378
-1179 2710  189 -4283
3155 -1672  4100 414
-536 1832  -2314 -4404
1089 -1248  1258 462
-2304 -2420  -1732 -3698
